orf_name_id,orf_name,deg,eff,sens,trans,eigenvec_centr,closeness_centr,smallest_eigenvec,neighbor_degree
185,RCC1,13,0.04274525099361457,0.08302247574394506,0.28205128205128205,0.007218109414702222,0.4521276595744681,0.0023076851426333464,65.53846153846153
186,ROCK2,6,0.04895106581338557,0.2895660195953547,0.5333333333333333,0.0034449178988454543,0.41954590325765057,0.007209543761336238,71.0
187,OS9,8,0.049308319551057356,0.20155949915967952,0.25,0.002576551840089813,0.3927911275415896,0.006245807049403065,35.875
188,PPIB,20,0.42870080510912956,0.09058375851219723,0.10526315789473684,0.007178350541384783,0.4594594594594595,0.00523880840056428,41.8
189,TPM3,16,0.08018647907539697,0.07190695545287706,0.20833333333333334,0.008074637591503802,0.4560085836909871,0.0023081468429103765,60.125
190,SYMPK,15,0.14173253832938687,0.1193133912168077,0.23809523809523808,0.00452293577874411,0.4390495867768595,0.006363777836091934,39.266666666666666
191,SAFB,22,0.14142174250825684,0.0952448040558628,0.26406926406926406,0.012546125920714227,0.4649890590809628,0.005637812495638142,60.86363636363637
192,ARRB2,65,0.6545638877452874,0.12967734177545492,0.37115384615384617,0.05615780133280908,0.504750593824228,0.005681757712813394,75.2
193,FHOD1,5,0.04527470364748633,0.48392645579630633,0.3,0.0019866044240042517,0.40669856459330145,0.007977038680065194,58.8
194,HEXIM1,151,3.0440869313547063,0.10712289576106504,0.2692273730684327,0.11196449714140859,0.6036931818181818,0.005318357680746951,65.84105960264901
195,PXN,13,0.23675160835055978,0.217099847571839,0.1282051282051282,0.00408654288860419,0.4336734693877551,0.0003367921781893021,41.92307692307692
196,RBMX,50,0.5301583676869617,0.12524787957640057,0.47020408163265304,0.0352984040638213,0.5089820359281437,0.005873945501220227,74.82
197,HNRNPAB,21,0.06880062275559491,0.07856793704106173,0.4238095238095238,0.018480643957148248,0.49303944315545245,0.0037556184794874333,96.76190476190476
198,LIMS1,9,0.1663831172505271,0.2965567846017462,0.3888888888888889,0.0039566210398345215,0.43191056910569103,0.005730301480296442,56.333333333333336
199,LRPPRC,47,0.3320342302938416,0.11972931664685099,0.6049953746530989,0.04419318351489086,0.5120481927710844,0.00443515548968343,85.44680851063829
200,SLC25A6,42,0.33659151509436064,0.15461411172323936,0.6469221835075494,0.04578097750716698,0.48405466970387245,0.005577993033776969,93.57142857142857
201,PNN,31,0.1665042288911206,0.17646896187978667,0.7397849462365591,0.024507303622125835,0.49019607843137253,0.005923978758615375,84.87096774193549
202,SFN,34,0.21221913802036685,0.12830807855908927,0.39037433155080214,0.030211794167290782,0.4644808743169399,0.005776058903357873,75.05882352941177
203,SUMO1,13,0.05386166536491711,0.09151619158314425,0.24358974358974358,0.007167278157137394,0.4354508196721312,0.0059630848032111395,60.30769230769231
204,PABPC4,25,0.13818447978278553,0.11604402965277029,0.44666666666666666,0.02423785488768428,0.4748603351955307,0.005882595512287715,94.0
205,RIF1,11,0.039306868756184915,0.09927331417571154,0.16363636363636364,0.005337525304641808,0.43950361944157185,0.005898548807230081,54.09090909090909
206,PALMD,1,0.004137763955852163,9.66789367394821,0.0,0.00019101024351210634,0.3405448717948718,-0.3949604577902307,79.0
207,PRKDC,45,0.4664238253163158,0.08123595693153675,0.3575757575757576,0.032322722040941665,0.5065554231227652,0.005966538533655196,73.22222222222223
